LARCENY,-76.5448184,37.1350396,C
LARCENY,-76.5109083,37.1035132,C
LARCENY,-76.4618744,37.0647378,R
DRUG/NARCOTICS OFFENSES,-76.4550279,37.0302713,R
LARCENY,-76.4819915,37.08391,R
OVERDOSE,-76.520323,37.1424356,R
LARCENY,-76.484179,37.1117758,R
DRUG/NARCOTICS OFFENSES,-76.415361,36.974885,R
LARCENY,-76.5215498,37.1089504,R
DRUG/NARCOTICS OFFENSES,-76.4133041,36.9934601,R
LARCENY,-76.532,37.160454,R
OVERDOSE,-76.5199095,37.1336156,R
DRUG/NARCOTICS OFFENSES,-76.4027391,36.9767227,R
AGGRAVATED ASSAULT,-76.4950612,37.0858658,R
AGGRAVATED ASSAULT,-76.4025879,36.9801229,R
LARCENY,-76.5485381,37.1377606,C
DRUG/NARCOTICS OFFENSES,-76.4633659,37.057511,R
LARCENY,-76.5264358,37.1251497,R
DRUG/NARCOTICS OFFENSES,-76.523382,37.115665,R
LARCENY,-76.504475,37.119529,M
VEHICLE THEFT,-76.4545379,37.0886809,R
"SEX ASSAULT, RAPE",-76.4302053,37.0156668,R
LARCENY,-76.4279551,37.0067468,P
LARCENY,-76.4076377,36.9760521,R
ROBBERY,-76.4220285,36.9938189,R
LARCENY,-76.414654,36.99078,R
VEHICLE THEFT,-76.4883263,37.1008049,O
LARCENY,-76.5647945,37.1688144,R
DRUG/NARCOTICS OFFENSES,-76.3996778,36.9819267,R
"SEX ASSAULT, RAPE",-76.4894,37.075457,R
LARCENY,-76.4392197,36.9957504,R
DRUG/NARCOTICS OFFENSES,-76.4963321,37.1180362,R
DRUG/NARCOTICS OFFENSES,-88.7878678,43.7844397,NZ
"SEX ASSAULT, RAPE",-76.4975033,37.0832609,C
AGGRAVATED ASSAULT,-76.4122345,36.9913369,R
DRUG/NARCOTICS OFFENSES,-76.4122345,36.9913369,R
LARCENY,-76.4121786,36.9833962,R
DRUG/NARCOTICS OFFENSES,-76.5630959,37.1690435,C
VEHICLE THEFT,-76.5595283,37.1556437,R
DRUG/NARCOTICS OFFENSES,-76.5143422,37.1134123,R
LARCENY,-76.4509084,37.089456,R
LARCENY,-76.5377199,37.137388,R
LARCENY,-76.4020923,36.9779506,R
DRUG/NARCOTICS OFFENSES,-76.4589279,37.0888359,C
LARCENY,-76.4766183,37.0410607,R
DRUG/NARCOTICS OFFENSES,-76.5169615,37.1106297,C
VEHICLE THEFT,-76.4657082,37.0593715,C
DRUG/NARCOTICS OFFENSES,-76.5594122,37.1545291,R
LARCENY,-76.495616,37.112658,C
VEHICLE THEFT,-76.4325043,36.998664,C
DRUG/NARCOTICS OFFENSES,-76.5224348,37.1437595,R
LARCENY,-76.531477,37.0846725,P
AGGRAVATED ASSAULT,-76.5518298,37.1485437,C
DRUG/NARCOTICS OFFENSES,-76.5423655,37.1331147,C
DRUG/NARCOTICS OFFENSES,-76.414962,36.9758449,P
OVERDOSE,-76.5326429,37.1578622,R
VEHICLE THEFT,-76.495616,37.112658,C
LARCENY,-76.3942153,36.9912722,R
DRUG/NARCOTICS OFFENSES,-76.4819915,37.08391,R
AGGRAVATED ASSAULT,-76.5475177,37.1362404,C
ROBBERY,-76.4962531,37.1094588,C
VEHICLE THEFT,-76.3955915,36.9897726,R
LARCENY,-76.422748,36.9895708,R
LARCENY,-76.4192709,36.9899515,R
LARCENY,-76.5268772,37.1714068,P
LARCENY,-76.4087949,36.9705775,R
LARCENY,-76.5567479,37.1391088,R
DRUG/NARCOTICS OFFENSES,-76.523397,37.136818,C
DRUG/NARCOTICS OFFENSES,-76.417524,36.987098,R
LARCENY,-76.4441522,37.0204523,C
VEHICLE THEFT,-76.4916212,37.1119875,R
LARCENY,-76.4490335,37.0108337,R
DRUG/NARCOTICS OFFENSES,-76.5361517,37.1727669,R
LARCENY,-76.445594,37.092728,R
LARCENY,-76.4540266,37.0285346,R
LARCENY,-76.4952289,37.0998947,M
DRUG/NARCOTICS OFFENSES,-76.419782,36.992401,M
DRUG/NARCOTICS OFFENSES,-76.4555489,37.090947,C
LARCENY,-76.4346067,37.0047233,R
DRUG/NARCOTICS OFFENSES,-76.559999,37.1353291,R
VEHICLE THEFT,-76.4616808,37.0597295,R
DRUG/NARCOTICS OFFENSES,-76.4120836,36.9915884,R
DRUG/NARCOTICS OFFENSES,-76.4051545,36.9853922,R
DRUG/NARCOTICS OFFENSES,-76.4573192,37.0531547,R
AGGRAVATED ASSAULT,-76.4948267,37.1218519,R
DRUG/NARCOTICS OFFENSES,-76.5630959,37.1690435,C
DRUG/NARCOTICS OFFENSES,-76.4130026,36.9846683,C
VEHICLE THEFT,-76.5266814,37.1305767,R
DRUG/NARCOTICS OFFENSES,-76.4589279,37.0888359,C
LARCENY,-76.4441522,37.0204523,C
LARCENY,-76.417125,36.9758443,R
VEHICLE THEFT,-76.4922018,37.0681471,C
VEHICLE THEFT,-76.4580576,37.0947029,C
DRUG/NARCOTICS OFFENSES,-76.4441522,37.0204523,C
AGGRAVATED ASSAULT,-76.5472539,37.1540215,R
LARCENY,-76.4142986,36.9818769,R
LARCENY,-76.5268772,37.1714068,P
VEHICLE THEFT,-76.5192903,37.1190301,R
DRUG/NARCOTICS OFFENSES,-76.4094673,36.986869,R
AGGRAVATED ASSAULT,-76.4633329,37.067139,R
LARCENY,-76.4587473,37.0358755,R
DRUG/NARCOTICS OFFENSES,-76.5423655,37.1331147,C
DRUG/NARCOTICS OFFENSES,-76.5555848,37.1357354,R
VEHICLE THEFT,-76.472831,37.074763,C
DRUG/NARCOTICS OFFENSES,-76.4155917,36.9779956,R
LARCENY,-76.5079722,37.0923953,R
VEHICLE THEFT,-76.5615178,37.2125995,R
VEHICLE THEFT,-76.440192,36.9936859,C
DRUG/NARCOTICS OFFENSES,-76.5349533,37.1275595,C
LARCENY,-76.4667135,37.0765421,C
LARCENY,-76.481754,37.0782839,R
VEHICLE THEFT,-76.5436424,37.0983094,R
ROBBERY,-76.5596993,37.1621776,R
DRUG/NARCOTICS OFFENSES,-76.5675232,37.1684959,R
AGGRAVATED ASSAULT,-76.4699618,37.076823,C
LARCENY,-76.5729379,37.135872,R
DRUG/NARCOTICS OFFENSES,-76.5380302,37.130559,C
DRUG/NARCOTICS OFFENSES,-76.4329017,36.9855036,C
LARCENY,-76.412989,36.9926208,R
LARCENY,-76.534245,37.1543027,R
VEHICLE THEFT,-76.5275007,37.1100332,R
VEHICLE THEFT,-76.5355935,37.1457008,R
DRUG/NARCOTICS OFFENSES,-76.4202394,36.9859494,R
VEHICLE THEFT,-76.4580576,37.0947029,C
LARCENY,-76.4517145,37.0367099,R
LARCENY,-76.5424217,37.1743208,R
LARCENY,-76.5578085,37.1442805,R
LARCENY,-76.5188129,37.1145035,C
LARCENY,-76.462515,37.0781319,O
LARCENY,-76.4342902,36.9841499,C
AGGRAVATED ASSAULT,-76.5065618,37.1086838,R
LARCENY,-76.4441522,37.0204523,C
LARCENY,-76.4377798,37.0094596,C
DRUG/NARCOTICS OFFENSES,-76.4658672,37.0592619,C
LARCENY,-76.534611,37.1534625,R
DRUG/NARCOTICS OFFENSES,-76.4461796,37.021835,C
AGGRAVATED ASSAULT,-76.422748,36.9895708,R
VEHICLE THEFT,-76.4461213,37.0172618,R
LARCENY,-76.4024536,36.9864544,R
LARCENY,-76.396605,36.9916502,C
LARCENY,-76.485128,37.0786267,R
DRUG/NARCOTICS OFFENSES,-76.4833383,37.0634596,O
LARCENY,-76.52589,37.144533,O
DRUG/NARCOTICS OFFENSES,-76.4155096,36.9724448,M
DRUG/NARCOTICS OFFENSES,-76.419782,36.992401,M
DRUG/NARCOTICS OFFENSES,-76.4589279,37.0888359,C
LARCENY,-76.4334305,37.0068406,R
DRUG/NARCOTICS OFFENSES,-76.5264522,37.1333939,R
VEHICLE THEFT,-76.4386579,36.991192,M
DRUG/NARCOTICS OFFENSES,-76.4632065,37.0552779,C
OVERDOSE,-76.536092,37.124203,C
DRUG/NARCOTICS OFFENSES,-76.4214933,36.9820849,C
LARCENY,-76.5416743,37.1262048,R
LARCENY,-76.4159521,36.9928648,R
LARCENY,-76.4007217,36.9858602,R
ROBBERY,-76.4975033,37.0832609,C
VEHICLE THEFT,-76.4133946,36.985303,R
ROBBERY,-76.4766183,37.0410607,R
ROBBERY,-76.5311041,37.1284101,R
LARCENY,-76.5071086,37.1138949,R
AGGRAVATED ASSAULT,-76.4026572,36.991167,R
DRUG/NARCOTICS OFFENSES,-76.5476769,37.148081,P
LARCENY,-76.4833383,37.0634596,O
VEHICLE THEFT,-76.5454138,37.1718873,C
LARCENY,-76.4599012,37.0718181,R
ROBBERY,-76.5167207,37.1148901,R
DRUG/NARCOTICS OFFENSES,-76.4206418,36.9809559,C
DRUG/NARCOTICS OFFENSES,-76.459177,37.0938231,C
DRUG/NARCOTICS OFFENSES,-76.5467932,37.1242892,R
DRUG/NARCOTICS OFFENSES,-76.4736857,37.0735663,C
LARCENY,-76.534894,37.11271,R
"SEX ASSAULT, RAPE",-76.5688367,37.1748378,C
LARCENY,-76.534754,37.1420559,R
AGGRAVATED ASSAULT,-76.4180111,36.9818927,R
VEHICLE THEFT,-76.5350365,37.1510182,R
DRUG/NARCOTICS OFFENSES,-76.5165735,37.1120849,C
VEHICLE THEFT,-76.4420546,37.0141943,C
LARCENY,-76.5349533,37.1275595,C
DRUG/NARCOTICS OFFENSES,-76.4026807,36.9874064,R
VEHICLE THEFT,-76.4365361,37.0184334,C
VEHICLE THEFT,-76.4580576,37.0947029,C
ROBBERY,-76.4941434,37.0762992,C
LARCENY,-76.495616,37.112658,C
DRUG/NARCOTICS OFFENSES,-76.523397,37.136818,C
DRUG/NARCOTICS OFFENSES,-76.4145115,36.9816872,R
LARCENY,-76.4635189,37.0300771,R
DRUG/NARCOTICS OFFENSES,-76.420534,36.981336,P
DRUG/NARCOTICS OFFENSES,-76.4441522,37.0204523,C
DRUG/NARCOTICS OFFENSES,-76.440829,37.0132044,C
DRUG/NARCOTICS OFFENSES,-76.4176493,36.9868073,R
VEHICLE THEFT,-76.4906507,37.0994311,R
LARCENY,-76.495616,37.112658,C
LARCENY,-76.556432,37.1588069,C
LARCENY,-76.4332882,37.020636,R
VEHICLE THEFT,-76.469316,37.0657589,C
LARCENY,-76.5297974,37.1554001,R
DRUG/NARCOTICS OFFENSES,-76.4332994,36.9789618,C
AGGRAVATED ASSAULT,-76.4176022,36.9812425,R
OVERDOSE,-76.41166,36.9958486,M
DRUG/NARCOTICS OFFENSES,-76.5206606,37.1152812,C
DRUG/NARCOTICS OFFENSES,-76.4628236,37.092969,C
VEHICLE THEFT,-76.534754,37.1420559,R
LARCENY,-76.4589279,37.0888359,C
VEHICLE THEFT,-76.4346067,37.0047233,R
VEHICLE THEFT,-76.541317,37.135346,R
DRUG/NARCOTICS OFFENSES,-76.5457903,37.1522068,R
VEHICLE THEFT,-76.42135,36.9825725,C
AGGRAVATED ASSAULT,-76.4176022,36.9812425,R
LARCENY,-76.493523,37.105174,C
OVERDOSE,-76.420534,36.981336,P
LARCENY,-76.5349533,37.1275595,C
DRUG/NARCOTICS OFFENSES,-76.462427,37.03346,C
VEHICLE THEFT,-76.498234,37.07515,R
LARCENY,-76.5349533,37.1275595,C
VEHICLE THEFT,-76.4094673,36.986869,R
LARCENY,-76.5173271,37.0770436,R
LARCENY,-76.4123572,36.9786537,R
DRUG/NARCOTICS OFFENSES,-76.5224348,37.1437595,R
LARCENY,-76.4441522,37.0204523,C
LARCENY,-76.4567488,37.0323236,R
VEHICLE THEFT,-76.4229516,37.0020955,R
VEHICLE THEFT,-76.5209725,37.1025248,R
LARCENY,-76.5170062,37.1154057,R
VEHICLE THEFT,-76.4628722,37.0307632,R
VEHICLE THEFT,-76.5200062,37.1411681,R
DRUG/NARCOTICS OFFENSES,-76.4589279,37.0888359,C
LARCENY,-76.537159,37.138993,R
DRUG/NARCOTICS OFFENSES,-76.4632065,37.0552779,C
LARCENY,-76.4446248,37.0196757,C
"SEX ASSAULT, RAPE",-76.5507988,37.1342525,R
DRUG/NARCOTICS OFFENSES,-76.403245,36.9877425,R
LARCENY,-76.4681538,37.0603418,R
DRUG/NARCOTICS OFFENSES,-76.4747446,37.0755734,C
VEHICLE THEFT,-76.4600028,37.0605023,R
DRUG/NARCOTICS OFFENSES,-76.4305389,36.9973523,C
LARCENY,-76.4721225,37.0670237,R
DRUG/NARCOTICS OFFENSES,-76.4775373,37.1052281,C
DRUG/NARCOTICS OFFENSES,-76.540847,37.132381,C
OVERDOSE,-76.5479231,37.1121397,R
OVERDOSE,-76.4229516,37.0020955,R
LARCENY,-76.4519896,37.0528698,R
DRUG/NARCOTICS OFFENSES,-76.4888406,37.1202438,R
DRUG/NARCOTICS OFFENSES,-76.4122345,36.9913369,R
LARCENY,-76.4934576,37.072922,C
AGGRAVATED ASSAULT,-76.4747446,37.0755734,C
DRUG/NARCOTICS OFFENSES,-76.4153081,36.9964561,R
LARCENY,-76.447693,37.071566,R
LARCENY,-76.5365804,37.1298249,C
LARCENY,-76.5555078,37.1593055,R
DRUG/NARCOTICS OFFENSES,-76.4360385,37.0057895,C
LARCENY,-76.4738533,37.0859319,C
LARCENY,-76.4632871,37.0977859,R
OVERDOSE,-76.5590007,37.1345875,R
LARCENY,-76.4279042,37.009323,R
VEHICLE THEFT,-76.445594,37.092728,R
DRUG/NARCOTICS OFFENSES,-76.4020923,36.9779506,R
LARCENY,-76.504475,37.119529,M
DRUG/NARCOTICS OFFENSES,-76.4648185,37.0579329,R
DRUG/NARCOTICS OFFENSES,-76.5143422,37.1134123,R
LARCENY,-76.4907138,37.1066305,R
DRUG/NARCOTICS OFFENSES,-76.4092788,36.9973011,M
LARCENY,-76.40669,36.988362,C
LARCENY,-76.557311,37.149906,R
DRUG/NARCOTICS OFFENSES,-76.5195569,37.1192116,R
DRUG/NARCOTICS OFFENSES,-76.5184453,37.1374683,C
AGGRAVATED ASSAULT,-76.5812623,37.1970102,R
VEHICLE THEFT,-76.4530573,37.0394991,R
LARCENY,-76.4667659,37.0377816,C
VEHICLE THEFT,-76.438761,37.0129492,R
LARCENY,-76.5683254,37.17434,C
LARCENY,-76.5555848,37.1357354,R
DRUG/NARCOTICS OFFENSES,-76.4332175,36.9901592,M
LARCENY,-76.5355237,37.1073799,R
LARCENY,-76.4486489,37.0319465,R
DRUG/NARCOTICS OFFENSES,-76.454734,37.0817898,R
DRUG/NARCOTICS OFFENSES,-76.4120836,36.9915884,R
LARCENY,-76.4310403,36.9774858,C
LARCENY,-76.5355935,37.1457008,R
ROBBERY,-76.4747446,37.0755734,C
VEHICLE THEFT,-76.4441522,37.0204523,C
DRUG/NARCOTICS OFFENSES,-76.4310403,36.9774858,C
AGGRAVATED ASSAULT,-76.4963321,37.1180362,R
LARCENY,-76.4137839,36.9938897,R
AGGRAVATED ASSAULT,-76.450701,37.019035,C
DRUG/NARCOTICS OFFENSES,-76.5423655,37.1331147,C
DRUG/NARCOTICS OFFENSES,-76.4344139,36.992083,M
AGGRAVATED ASSAULT,-76.4415084,37.0214429,C
LARCENY,-76.4360354,36.9834151,C
LARCENY,-76.559999,37.1353291,R
ROBBERY,-76.4715138,37.0698076,C
DRUG/NARCOTICS OFFENSES,-76.4716337,37.1128373,C
AGGRAVATED ASSAULT,-76.4622654,37.0551026,C
LARCENY,-76.5367568,37.1607763,M
DRUG/NARCOTICS OFFENSES,-76.5738197,37.2070659,R
DRUG/NARCOTICS OFFENSES,-76.4775373,37.1052281,C
DRUG/NARCOTICS OFFENSES,-76.4162404,36.9847415,R
VEHICLE THEFT,-76.5594122,37.1545291,R
LARCENY,-76.5321499,37.1506132,R
VEHICLE THEFT,-76.5130839,37.1463029,R
LARCENY,-76.414654,36.99078,R
LARCENY,-76.5038406,37.1032754,R
LARCENY,-76.4884029,37.1124805,R
LARCENY,-76.493523,37.105174,C
LARCENY,-76.493523,37.105174,C
DRUG/NARCOTICS OFFENSES,-76.4206418,36.9809559,C
DRUG/NARCOTICS OFFENSES,-76.5495772,37.1312258,R
ROBBERY,-76.4133982,36.9884819,P
AGGRAVATED ASSAULT,-76.4102996,36.9695803,R
LARCENY,-76.4698853,37.0473161,R
LARCENY,-76.420534,36.981336,P
AGGRAVATED ASSAULT,-76.4268938,36.9803951,C
LARCENY,-76.4922018,37.0681471,C
LARCENY,-76.4766383,37.0410833,R
DRUG/NARCOTICS OFFENSES,-76.5237418,37.0629845,R
DRUG/NARCOTICS OFFENSES,-76.3979805,36.990482,R
LARCENY,-76.4871821,37.0973237,O
LARCENY,-76.5472867,37.1354443,C
AGGRAVATED ASSAULT,-76.5131836,37.1253958,R
DRUG/NARCOTICS OFFENSES,-76.402921,36.975767,R
DRUG/NARCOTICS OFFENSES,-76.4095382,36.99241,C
LARCENY,-76.4962531,37.1094588,C
LARCENY,-76.518583,37.122077,P
LARCENY,-76.5109083,37.1035132,C
DRUG/NARCOTICS OFFENSES,-76.4520382,37.0372385,R
LARCENY,-76.493224,37.0446162,R
DRUG/NARCOTICS OFFENSES,-76.5349533,37.1275595,C
LARCENY,-76.4163564,36.9792776,R
LARCENY,-76.451782,37.0960894,R
LARCENY,-76.4289979,36.9918551,R
DRUG/NARCOTICS OFFENSES,-76.5423655,37.1331147,C
AGGRAVATED ASSAULT,-76.5123566,37.1444643,O
DRUG/NARCOTICS OFFENSES,-76.5387609,37.137244,R
ROBBERY,-76.5416743,37.1262048,R
LARCENY,-76.5100863,37.1276496,M
DRUG/NARCOTICS OFFENSES,-76.4415084,37.0214429,C
"SEX ASSAULT, RAPE",-76.5683254,37.17434,C
VEHICLE THEFT,-76.4055288,36.9729894,R
LARCENY,-76.4877123,37.083481,R
AGGRAVATED ASSAULT,-76.4275378,36.9994859,R
LARCENY,-76.4553503,37.0369142,C
DRUG/NARCOTICS OFFENSES,-76.4419647,37.0207211,C
LARCENY,-76.4999089,37.1086399,C
LARCENY,-76.5377199,37.137388,R
LARCENY,-76.4698853,37.0473161,R
DRUG/NARCOTICS OFFENSES,-76.4155096,36.9724448,M
LARCENY,-76.4907973,37.0951568,M
LARCENY,-76.4941434,37.0762992,C
ROBBERY,-76.4281189,37.0023775,R
LARCENY,-76.4117812,36.982759,C
DRUG/NARCOTICS OFFENSES,-76.5349533,37.1275595,C
ROBBERY,-76.5370096,37.1291369,C
VEHICLE THEFT,-76.4894,37.075457,R
DRUG/NARCOTICS OFFENSES,-76.4160927,36.9842299,R
VEHICLE THEFT,-76.5311041,37.1284101,R
VEHICLE THEFT,-76.4406831,37.0144032,C
DRUG/NARCOTICS OFFENSES,-76.4589279,37.0888359,C
LARCENY,-76.556432,37.1588069,C
LARCENY,-76.541317,37.135346,R
OVERDOSE,-76.4576407,37.0200792,R
LARCENY,-76.5207795,37.1590395,R
DRUG/NARCOTICS OFFENSES,-76.414962,36.9758449,P
LARCENY,-76.5423655,37.1331147,C
DRUG/NARCOTICS OFFENSES,-76.4784907,37.0847569,C
DRUG/NARCOTICS OFFENSES,-76.4589279,37.0888359,C
LARCENY,-76.527128,37.1036642,R
LARCENY,-76.5370096,37.1291369,C
LARCENY,-76.4170031,36.9942291,C
LARCENY,-76.5322437,37.1351493,R
LARCENY,-76.5400449,37.1261782,R
OVERDOSE,-76.4509376,37.0852577,R
DRUG/NARCOTICS OFFENSES,-76.4589279,37.0888359,C
DRUG/NARCOTICS OFFENSES,-76.4130045,36.9982173,M
DRUG/NARCOTICS OFFENSES,-76.4873422,37.0940858,C
LARCENY,-76.4156773,36.9835973,R
"SEX ASSAULT, RAPE",-76.4505536,37.0291733,C
VEHICLE THEFT,-76.5381828,37.095864,R
LARCENY,-76.5541459,37.1248257,R
DRUG/NARCOTICS OFFENSES,-76.4102574,36.9881508,R
VEHICLE THEFT,-76.5706949,37.1686658,R
VEHICLE THEFT,-76.4090321,36.9862371,R
DRUG/NARCOTICS OFFENSES,-76.4117966,36.9827529,C
